season,team,player_id,full_name,jersey_number,position_code,position_name,position_abbreviation,org_id,org_name,birth_date,age,birth_city,birth_state,birth_country,height,weight,bats,throws,draft_year,mlb_debut_date
2025,Scottsdale Scorpions,800233,Ernesto Mercedes,78,1,Pitcher,P,121,New York Mets,2003-10-14,22,Pimentel,,Dominican Republic,"6' 2""",180,Right,Right,,
2025,Scottsdale Scorpions,693686,Spencer Miles,86,1,Pitcher,P,141,Toronto Blue Jays,2000-07-26,26,Columbia,MO,USA,"6' 3""",180,Left,Right,2022,2026-03-28
2025,Scottsdale Scorpions,703492,Nick Morabito,3,8,Outfielder,CF,121,New York Mets,2003-05-07,23,McLean,VA,USA,"5' 10""",185,Right,Right,2022,2026-05-19
2025,Scottsdale Scorpions,694885,Ryan Murphy,17,1,Pitcher,P,138,St. Louis Cardinals,1999-10-08,26,Wappingers Falls,NY,USA,"6' 1""",190,Right,Right,2020,
2025,Scottsdale Scorpions,802599,Jack Penney,14,6,Shortstop,SS,116,Detroit Tigers,2002-08-19,24,Boston,MA,USA,"5' 11""",190,Left,Right,2024,
2025,Scottsdale Scorpions,698952,Jose T. Perez,35,1,Pitcher,P,137,San Francisco Giants,2003-08-09,23,Santo Domingo,,Dominican Republic,"6' 2""",180,Right,Right,,
2025,Scottsdale Scorpions,695763,Sam Petersen,2,8,Outfielder,CF,120,Washington Nationals,2003-01-20,23,Ankeny,IA,USA,"5' 11""",200,Right,Right,2024,
2025,Scottsdale Scorpions,701337,Ethan Petry,28,O,Outfield,OF,120,Washington Nationals,2004-06-17,22,Land O' Lakes,FL,USA,"6' 4""",235,Right,Right,2025,
2025,Scottsdale Scorpions,800208,Axiel Plaz,13,2,Catcher,C,134,Pittsburgh Pirates,2005-08-12,21,San Felix,,VEN,"5' 11""",165,Right,Right,,
2025,Scottsdale Scorpions,678738,Juan Sanchez,23,1,Pitcher,P,137,San Francisco Giants,2000-11-12,25,Valencia,,Venezuela,"6' 2""",215,Left,Left,,
2025,Scottsdale Scorpions,690162,Kenny Serwa,10,1,Pitcher,P,116,Detroit Tigers,1997-08-03,29,Chicago,IL,USA,"6' 3""",205,Right,Right,2022,
2025,Scottsdale Scorpions,688692,Jared Simpson,37,1,Pitcher,P,120,Washington Nationals,2000-06-28,26,Clinton,IA,USA,"6' 4""",205,Left,Left,2023,2026-09-01
2025,Scottsdale Scorpions,694266,D'Andre Smith,6,4,Second Base,2B,121,New York Mets,2001-05-10,25,San Diego,CA,USA,"5' 9""",180,Right,Right,2022,
2025,Scottsdale Scorpions,801523,Chris Suero,11,2,Catcher,C,121,New York Mets,2004-01-27,22,Bronx,NY,USA,"5' 11""",205,Right,Right,,
2025,Scottsdale Scorpions,813896,Joseph Sullivan,8,8,Outfielder,CF,117,Houston Astros,2002-07-01,24,Birmingham,AL,USA,"5' 10""",198,Left,Left,2024,
2025,Scottsdale Scorpions,809340,Austin Troesser,15,1,Pitcher,P,121,New York Mets,2002-03-29,24,Jefferson City,MO,USA,"6' 3""",189,Right,Right,2023,
2025,Scottsdale Scorpions,689223,Derek True,77,1,Pitcher,P,117,Houston Astros,2001-04-25,25,Santa Barbara,CA,USA,"6' 2""",180,Right,Right,2023,
2025,Scottsdale Scorpions,700784,Jeron Williams,4,5,Third Base,3B,117,Houston Astros,2000-09-29,25,Archbold,OH,USA,"6' 0""",180,Right,Right,2023,
2025,Scottsdale Scorpions,691028,Nate Wohlgemuth,18,1,Pitcher,P,117,Houston Astros,2001-05-30,25,Tulsa,OK,USA,"5' 10""",210,Right,Right,2024,
2025,Mesa Solar Sox,686672,Mark Adamiak,23,1,Pitcher,P,133,Athletics,2000-12-15,25,Des Plaines,IL,USA,"6' 4""",230,Right,Right,2022,
2025,Mesa Solar Sox,687020,Mason Auer,4,1,Pitcher,P,139,Tampa Bay Rays,2001-03-01,25,Joplin,MO,USA,"6' 0""",210,Right,Right,2021,
2025,Mesa Solar Sox,813895,Corey Avant,37,1,Pitcher,P,133,Athletics,2001-11-06,24,Burlington,NC,USA,"6' 4""",215,Right,Right,2023,
2025,Mesa Solar Sox,689196,Owen Ayers,7,2,Catcher,C,112,Chicago Cubs,2001-06-07,25,Sarasota,FL,USA,"6' 1""",205,Switch,Right,2024,
2025,Mesa Solar Sox,691765,Jackson Baumeister,32,1,Pitcher,P,139,Tampa Bay Rays,2002-07-10,24,Jacksonville,FL,USA,"6' 3""",224,Right,Right,2023,
2025,Mesa Solar Sox,694793,Jadon Bercovich,46,1,Pitcher,P,139,Tampa Bay Rays,2002-04-03,24,Reno,NV,USA,"6' 1""",205,Right,Right,2024,
2025,Mesa Solar Sox,806965,Starlyn Caba,11,6,Shortstop,SS,146,Miami Marlins,2005-12-06,20,Bonao,,Dominican Republic,"5' 9""",160,Switch,Right,,
2025,Mesa Solar Sox,701480,Bryce Cunningham,26,1,Pitcher,P,147,New York Yankees,2002-12-20,23,Headland,AL,USA,"6' 3""",230,Right,Right,2024,
2025,Mesa Solar Sox,700579,Nathan Dettmer,21,1,Pitcher,P,133,Athletics,2002-04-26,24,Dallas,TX,USA,"6' 4""",230,Right,Right,2023,
2025,Mesa Solar Sox,806967,Brailer Guerrero,24,9,Outfielder,RF,139,Tampa Bay Rays,2006-06-25,20,Bayahibe,,Dominican Republic,"6' 2""",215,Left,Right,,
2025,Mesa Solar Sox,690992,Ed Howard,9,6,Shortstop,SS,112,Chicago Cubs,2002-01-28,24,Chicago,IL,USA,"6' 1""",185,Right,Right,2020,
2025,Mesa Solar Sox,690658,Will Johnston,12,1,Pitcher,P,133,Athletics,2000-12-12,25,Grapevine,TX,USA,"6' 3""",225,Left,Left,2023,
2025,Mesa Solar Sox,695366,Holt Jones,29,1,Pitcher,P,146,Miami Marlins,1999-05-08,27,Greenwich,CT,USA,"6' 7""",265,Right,Right,2021,
2025,Mesa Solar Sox,802374,Brady Kirtner,34,1,Pitcher,P,147,New York Yankees,2001-11-21,24,Warner Robins,GA,USA,"5' 10""",180,Right,Right,2024,
2025,Mesa Solar Sox,811965,Joshua Kuroda-Grauer,2,6,Shortstop,SS,133,Athletics,2003-01-31,23,New Brunswick,NJ,USA,"5' 10""",205,Right,Right,2024,2026-06-29
2025,Mesa Solar Sox,805782,Ryan Lasko,1,8,Outfielder,CF,133,Athletics,2002-06-24,24,Jackson,NJ,USA,"5' 11""",190,Right,Right,2023,
2025,Mesa Solar Sox,701604,Andrew Lindsey,36,1,Pitcher,P,139,Tampa Bay Rays,1999-11-15,26,New Johnsonville,TN,USA,"6' 3""",216,Right,Right,2023,
2025,Mesa Solar Sox,815292,Luis Martinez-Gomez,54,1,Pitcher,P,112,Chicago Cubs,2003-05-27,23,Pomona,CA,USA,"6' 0""",178,Right,Right,2023,
2025,Mesa Solar Sox,695573,Cole Mathis,16,5,Third Base,3B,121,New York Mets,2003-07-25,23,Columbus,GA,USA,"6' 2""",210,Right,Right,2024,
2025,Mesa Solar Sox,801995,Aiden May,20,1,Pitcher,P,115,Colorado Rockies,2003-04-22,23,Albuquerque,NM,USA,"6' 1""",196,Right,Right,2024,
2025,Mesa Solar Sox,703596,Karson Milbrandt,99,1,Pitcher,P,146,Miami Marlins,2004-04-21,22,Liberty,MO,USA,"6' 2""",230,Right,Right,2022,
2025,Mesa Solar Sox,815089,Coby Morales,19,I,Infield,IF,147,New York Yankees,2001-12-05,24,Downey,CA,USA,"6' 1""",225,Left,Right,2023,
2025,Mesa Solar Sox,691103,Koen Moreno,5,1,Pitcher,P,112,Chicago Cubs,2001-08-01,25,Cary,NC,USA,"6' 2""",170,Right,Right,2020,
2025,Mesa Solar Sox,703563,PJ Morlando,8,9,Outfielder,RF,146,Miami Marlins,2005-05-16,21,Prince Georges,MD,USA,"6' 1""",198,Left,Right,2024,
2025,Mesa Solar Sox,680893,Hueston Morrill,53,1,Pitcher,P,147,New York Yankees,1999-11-27,26,Gainesville,FL,USA,"5' 9""",168,Right,Right,2022,
2025,Mesa Solar Sox,691777,Max Muncy,10,5,Third Base,3B,133,Athletics,2002-08-25,24,Camarillo,CA,USA,"6' 0""",180,Right,Right,2021,2025-03-27
2025,Mesa Solar Sox,692633,Manuel Palencia,25,2,Catcher,C,147,New York Yankees,2002-09-05,24,Valencia,,Venezuela,"6' 0""",175,Right,Right,,
2025,Mesa Solar Sox,802963,Mathew Peters,43,1,Pitcher,P,112,Chicago Cubs,2000-12-28,25,Fort Wayne,IN,USA,"6' 3""",215,Right,Right,2022,
2025,Mesa Solar Sox,806281,Blaze Pontes,15,1,Pitcher,P,133,Athletics,2000-01-06,26,Mililani,HI,USA,"5' 10""",195,Right,Right,2022,
2025,Mesa Solar Sox,804751,Logan Poteet,28,2,Catcher,C,112,Chicago Cubs,2003-11-12,22,Nashville,TN,USA,"6' 1""",215,Right,Right,2025,
2025,Mesa Solar Sox,801270,Darwin Rodriguez,50,1,Pitcher,P,146,Miami Marlins,2004-11-10,21,Barcelona,,Venezuela,"6' 1""",180,Right,Right,,
2025,Mesa Solar Sox,812163,Jonathan Russell,49,1,Pitcher,P,139,Tampa Bay Rays,2005-03-14,21,Ciro de Redondo,,Cuba,"6' 0""",180,Right,Right,,
2025,Mesa Solar Sox,681415,Jack Sellinger,33,1,Pitcher,P,146,Miami Marlins,1999-11-20,26,Las Vegas,NV,USA,"6' 1""",230,Right,Left,2023,
2025,Mesa Solar Sox,806223,Aidan Smith,13,O,Outfield,OF,121,New York Mets,2004-07-23,22,Tulsa,OK,USA,"6' 1""",190,Right,Right,2023,
2025,Mesa Solar Sox,694696,Cade Smith,38,1,Pitcher,P,147,New York Yankees,2002-04-09,24,Germantown,TN,USA,"6' 0""",190,Left,Right,2023,
2025,Mesa Solar Sox,688636,Adam Stone,41,1,Pitcher,P,112,Chicago Cubs,2001-07-31,25,Stamford,CT,USA,"6' 6""",220,Right,Right,2022,
2025,Mesa Solar Sox,694966,Brayden Taylor,55,5,Third Base,3B,146,Miami Marlins,2002-05-22,24,West Jordan,UT,USA,"6' 0""",180,Left,Right,2023,
2025,Mesa Solar Sox,800285,Enmanuel Tejeda,14,5,Third Base,3B,147,New York Yankees,2004-12-25,21,Santo Domingo,,Dominican Republic,"5' 9""",158,Right,Right,,
2025,Mesa Solar Sox,814458,Fenwick Trimble,3,O,Outfield,OF,146,Miami Marlins,2002-08-29,24,Virginia Beach,VA,USA,"6' 2""",205,Right,Right,2024,
2025,Mesa Solar Sox,702516,JP Wheat,22,1,Pitcher,P,112,Chicago Cubs,2002-08-03,24,Bronxville,NY,USA,"6' 5""",185,Right,Right,2022,
2025,Mesa Solar Sox,695720,Tommy White,47,5,Third Base,3B,133,Athletics,2003-03-02,23,St. Petersburg,FL,USA,"6' 0""",220,Right,Right,2024,2026-07-17
2025,Salt River Rafters,801829,Jay Allmer,52,1,Pitcher,P,111,Boston Red Sox,2002-06-27,24,Cary,NC,USA,"6' 5""",215,Right,Right,,
2025,Salt River Rafters,694900,Kyle Amendt,35,1,Pitcher,P,109,Arizona Diamondbacks,2000-04-05,26,Pleasantville,IA,USA,"6' 4""",237,Right,Right,2023,
2025,Salt River Rafters,703156,Tony Blanco Jr.,99,3,First Base,1B,134,Pittsburgh Pirates,2005-05-14,21,Boston,MA,USA,"6' 7""",243,Right,Right,,
2025,Salt River Rafters,700341,Kenny Castillo,77,2,Catcher,C,109,Arizona Diamondbacks,2004-05-13,22,Guacara,,Venezuela,"6' 2""",220,Right,Right,,
2025,Salt River Rafters,808054,Yordin Chalas,61,1,Pitcher,P,109,Arizona Diamondbacks,2004-02-22,22,La Romana,,Dominican Republic,"6' 4""",205,Right,Right,,
2025,Salt River Rafters,809707,Charlie Condon,6,O,Outfield,OF,115,Colorado Rockies,2003-04-14,23,Atlanta,GA,USA,"6' 5""",216,Right,Right,2024,
2025,Salt River Rafters,695065,Ryan Costeiu,40,1,Pitcher,P,108,Los Angeles Angels,2000-11-28,25,Walnut Creek,CA,USA,"6' 0""",200,Right,Right,2021,
2025,Salt River Rafters,814106,Cade Denton,31,1,Pitcher,P,115,Colorado Rockies,2001-12-28,24,Garland,TX,USA,"6' 4""",205,Right,Right,2023,
2025,Salt River Rafters,682981,Derek Diamond,13,1,Pitcher,P,134,Pittsburgh Pirates,2001-01-04,25,Ramona,CA,USA,"6' 2""",210,Right,Right,2022,
2025,Salt River Rafters,679555,Brandon Dufault,36,1,Pitcher,P,108,Los Angeles Angels,1998-10-17,27,Windham,NH,USA,"6' 5""",204,Right,Right,2021,
2025,Salt River Rafters,699230,Lorenzo Encarnacion,49,1,Pitcher,P,109,Arizona Diamondbacks,2001-11-09,24,Vicente Noble,,Dominican Republic,"5' 11""",175,Right,Right,,
2025,Salt River Rafters,808129,Juan Flores,19,2,Catcher,C,108,Los Angeles Angels,2006-02-13,20,Quibor,,Venezuela,"5' 10""",215,Right,Right,,
2025,Salt River Rafters,703190,Johanfran Garcia,30,2,Catcher,C,111,Boston Red Sox,2004-12-08,21,Valencia,,Venezuela,"5' 11""",196,Right,Right,,
2025,Salt River Rafters,701908,David Hagaman,34,1,Pitcher,P,109,Arizona Diamondbacks,2003-04-16,23,Somers Point,NJ,USA,"6' 4""",215,Right,Right,2024,
2025,Salt River Rafters,700327,Welinton Herrera,44,1,Pitcher,P,115,Colorado Rockies,2004-04-03,22,Fantino,,Dominican Republic,"6' 0""",198,Left,Left,,2026-05-25
2025,Salt River Rafters,694815,Jack Hurley,15,8,Outfielder,CF,109,Arizona Diamondbacks,2002-03-13,24,State College,PA,USA,"5' 11""",185,Left,Right,2023,
2025,Salt River Rafters,695293,Jojo Ingrassia,22,1,Pitcher,P,116,Detroit Tigers,2002-07-24,24,El Cajon,CA,USA,"6' 0""",170,Left,Left,2023,
2025,Salt River Rafters,686753,Drey Jameson,99,1,Pitcher,P,109,Arizona Diamondbacks,1997-08-17,29,Greenfield,IN,USA,"6' 0""",175,Right,Right,2019,2022-09-15
2025,Salt River Rafters,702586,Fulton Lockhart,28,1,Pitcher,P,108,Los Angeles Angels,2003-12-30,22,Hilton Head Island,SC,USA,"6' 3""",198,Right,Right,2024,
2025,Salt River Rafters,700380,Joshua Loeschorn,10,1,Pitcher,P,134,Pittsburgh Pirates,2000-03-10,26,Ridgewood,NJ,USA,"6' 1""",215,Left,Right,2022,
2025,Salt River Rafters,800306,Jansel Luis,4,4,Second Base,2B,109,Arizona Diamondbacks,2005-03-06,21,San Pedro de Macoris,,Dominican Republic,"6' 0""",170,Switch,Right,,
2025,Salt River Rafters,694968,Jack Mahoney,21,1,Pitcher,P,115,Colorado Rockies,2001-08-13,25,Algonquin,IL,USA,"6' 1""",205,Right,Right,2023,
2025,Salt River Rafters,702574,David Mershon,8,6,Shortstop,SS,108,Los Angeles Angels,2003-05-24,23,Taylors,SC,USA,"5' 7""",175,Switch,Right,2024,
2025,Salt River Rafters,695632,Brandon Neely,46,1,Pitcher,P,111,Boston Red Sox,2003-07-08,23,Jacksonville,FL,USA,"6' 2""",210,Right,Right,2024,
2025,Salt River Rafters,806270,Dominic Perachi,24,1,Pitcher,P,134,Pittsburgh Pirates,2001-02-27,25,Washington Depot,CT,USA,"6' 3""",195,Left,Left,2022,
2025,Salt River Rafters,691384,Luis Perales,91,1,Pitcher,P,120,Washington Nationals,2003-04-14,23,Guacara,,Venezuela,"6' 0""",160,Right,Right,,2026-08-26
2025,Salt River Rafters,694788,Carlson Reed,47,1,Pitcher,P,134,Pittsburgh Pirates,2002-11-27,23,Atlanta,GA,USA,"6' 3""",200,Left,Right,2023,
2025,Salt River Rafters,804558,Raudi Rodriguez,9,8,Outfielder,CF,108,Los Angeles Angels,2003-07-07,23,San Pedro de Macoris,,Dominican Republic,"5' 11""",190,Right,Right,2023,
2025,Salt River Rafters,815456,Ben Shields,96,1,Pitcher,P,115,Colorado Rockies,1999-01-23,27,Boston,MA,USA,"6' 4""",210,Right,Left,,
2025,Salt River Rafters,694518,Austin Smith,12,1,Pitcher,P,115,Colorado Rockies,1999-06-22,27,Cedar Park,TX,USA,"6' 3""",210,Right,Right,2021,
2025,Salt River Rafters,809138,Isaac Stebens,48,1,Pitcher,P,111,Boston Red Sox,2001-12-05,24,Stillwater,OK,USA,"5' 11""",194,Left,Right,2023,
2025,Salt River Rafters,807511,Nelly Taylor,3,O,Outfield,OF,111,Boston Red Sox,2003-01-22,23,Clearwater,FL,USA,"6' 0""",180,Left,Left,2023,
2025,Salt River Rafters,696142,Will Taylor,2,8,Outfielder,CF,134,Pittsburgh Pirates,2003-01-10,23,Columbia,SC,USA,"5' 11""",180,Right,Right,2024,
2025,Salt River Rafters,703606,Jared Thomas,14,8,Outfielder,CF,115,Colorado Rockies,2003-07-01,23,Dallas,TX,USA,"6' 1""",185,Left,Left,2024,
2025,Salt River Rafters,802967,Benny Thompson,33,1,Pitcher,P,108,Los Angeles Angels,2002-01-17,24,South Bend,IN,USA,"6' 0""",223,Right,Right,2023,
2025,Salt River Rafters,805964,Stanley Tucker,18,7,Outfielder,LF,111,Boston Red Sox,2002-04-22,24,Richmond,TX,USA,"5' 8""",165,Right,Right,2023,
2025,Salt River Rafters,699013,Esmerlyn Valdez,27,3,First Base,1B,134,Pittsburgh Pirates,2004-01-27,22,San Juan La Maguana,,Dominican Republic,"6' 2""",234,Right,Right,,2026-05-22
2025,Salt River Rafters,695402,Najer Victor,38,1,Pitcher,P,108,Los Angeles Angels,2001-11-28,24,Phiadelphia,PA,USA,"6' 1""",195,Right,Right,2024,
2025,Salt River Rafters,687918,Braylen Wimmer,1,6,Shortstop,SS,115,Colorado Rockies,2000-12-27,25,Oklahoma City,OK,USA,"6' 3""",200,Right,Right,2023,
2025,Salt River Rafters,692243,Jaden Woods,17,1,Pitcher,P,145,Chicago White Sox,2002-02-01,24,Macon,GA,USA,"6' 1""",205,Left,Left,2023,
